LIMIT_BAL,EDUCATION,SEX_MAR,AgeBin,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,diff,default
150000,1,1,2,-1,-1,-1,-1,-1,-1,49112,48450,19790,50123,45987,46555,1510,1850,101123,1650,1700,0,100888,101550,130210,99877,104013,103445,152184,0
100000,2,2,1,-1,-1,-1,-1,-1,-1,73070,74847,97369,98232,97752,0,10000,43000,5000,3000,0,0,26930,25153,2631,1768,2248,100000,380270,0
50000,3,2,3,-1,-1,-1,-1,2,-1,29336,30502,31161,25294,24843,19576,1641,1300,1629,0,1000,1007,20664,19498,18839,24706,25157,30424,154135,0
290000,2,1,3,-2,-2,-2,-2,-2,-2,730,4426,820,0,2653,0,4426,820,0,2653,0,0,289270,285574,289180,290000,287347,290000,730,1
490000,1,1,4,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,490000,490000,490000,490000,490000,490000,0,1
130000,1,4,2,1,-2,-2,-2,-2,-2,-915,-915,-915,-915,-915,-1070,0,0,0,0,0,0,130915,130915,130915,130915,130915,131070,-5645,0
20000,1,2,1,1,-1,-1,-1,-1,-1,0,150,0,597,0,4740,150,0,597,0,4740,0,20000,19850,20000,19403,20000,15260,0,0
30000,1,4,1,1,2,-1,-1,-1,-1,10764,10454,11862,12104,12351,8000,0,2000,242,247,2000,0,19236,19546,18138,17896,17649,22000,61046,1
230000,1,4,1,-1,-1,-1,-1,-1,-1,52906,54454,53457,55128,52788,53671,3000,2000,2500,2500,2000,2000,177094,175546,176543,174872,177212,176329,308404,0
260000,1,2,4,-1,-1,-1,-1,-1,-1,582,0,582,291,4471,5394,0,582,291,4471,1000,1000,259418,260000,259418,259709,255529,254606,3976,0
290000,1,1,2,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,287500,290000,290000,290000,290000,290000,2500,0
220000,2,4,4,-1,-1,-1,-1,-1,-1,2742,3131,2664,891,1927,4250,1500,1500,891,1927,4250,3000,217258,216869,217336,219109,218073,215750,2537,0
60000,2,2,1,3,2,-1,-1,-1,-1,61014,59473,56912,47513,42945,45648,0,2100,1500,1700,3500,1341,-1014,527,3088,12487,17055,14352,303364,1
150000,3,2,3,-1,-1,-1,-1,-1,-1,59885,59054,60254,59604,60707,61988,2200,2200,2300,2213,2300,2245,90115,90946,89746,90396,89293,88012,348034,0
80000,2,2,2,3,2,-1,-1,2,2,13683,13178,13853,14823,14443,15802,0,1200,1200,0,1600,2200,66317,66822,66147,65177,65557,64198,79582,1
30000,2,4,1,2,-1,-1,2,2,2,16089,17127,19108,18503,20100,19629,1300,2272,0,1900,0,1000,13911,12873,10892,11497,9900,10371,104084,1
210000,2,2,2,-1,-1,-1,-1,-1,-1,86792,88106,89419,88758,85239,81723,3319,3892,3184,3128,2944,2870,123208,121894,120581,121242,124761,128277,500700,0
50000,3,2,1,2,2,2,2,2,2,27358,28422,28858,29289,28685,30847,1800,1200,1200,0,2800,1200,22642,21578,21142,20711,21315,19153,165259,0
250000,1,2,3,-1,-1,-1,-1,-1,-1,43098,10606,49815,19857,56064,45427,10615,49825,19866,56074,45443,29916,206902,239394,200185,230143,193936,204573,13128,0
200000,2,4,2,-1,-1,-1,-1,-1,-1,12842,9490,6955,28300,13227,11202,13805,6797,28314,13291,11258,11912,187158,190510,193045,171700,186773,188798,-3361,1
150000,2,1,3,1,2,-1,-1,2,-1,144837,141815,143704,151572,149807,153088,0,5000,9500,0,5005,6010,5163,8185,6296,-1572,193,-3088,859308,1
30000,2,2,1,-1,-1,-1,-1,-1,2,29072,29276,30204,28501,29687,29497,1600,1500,1000,4000,1900,0,928,724,-204,1499,313,503,166237,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,35454,33824,28528,28102,25574,26524,1901,1900,1050,1000,2000,2500,14546,16176,21472,21898,24426,23476,167655,0
210000,1,2,2,-1,-1,-1,-1,-1,2,124838,102995,17383,172065,181981,174744,5000,1400,155000,12700,0,6300,85162,107005,192617,37935,28019,35256,593606,0
20000,2,1,2,-1,-1,-1,-1,-1,-1,18490,25404,19789,19985,19676,6971,1500,2393,1000,494,139,19710,1510,-5404,211,15,324,13029,85079,0
110000,1,1,4,3,2,2,3,2,2,46335,45319,50030,48940,48026,55979,0,5800,0,0,8774,0,63665,64681,59970,61060,61974,54021,280055,1
140000,1,2,1,-1,-1,-1,-1,-1,-1,84729,102693,41266,39634,115440,133580,26894,1500,11888,115440,23900,10586,55271,37307,98734,100366,24560,6420,327134,0
50000,3,1,4,-1,-1,-1,-1,-1,-1,24729,20285,26026,12059,9765,10097,1338,1011,482,228,365,1261,25271,29715,23974,37941,40235,39903,98276,0
230000,2,4,1,-1,-1,-1,-1,-1,-1,79872,85538,77063,40102,52454,12314,10033,5010,5,45000,8000,35660,150128,144462,152937,189898,177546,217686,243635,0
200000,1,4,1,-1,-1,-1,-1,-1,2,184602,187145,190983,188714,196262,198059,7000,7000,9000,10700,10600,0,15398,12855,9017,11286,3738,1941,1101465,0
120000,2,2,2,-1,-1,-2,-1,-1,-2,2706,161,250,2561,-295,-295,569,250,3265,0,0,0,117294,119839,119750,117439,120295,120295,1004,0
50000,2,1,3,-1,-1,-1,-1,-1,-1,49046,49221,46505,6991,4809,1890,2185,2938,6996,4809,1890,6890,954,779,3495,43009,45191,48110,132754,0
140000,3,2,2,-1,-1,-1,-1,-1,-1,108028,104626,101376,80840,75462,75957,3889,4412,3000,3000,3000,4000,31972,35374,38624,59160,64538,64043,524988,0
100000,3,4,3,-1,-1,-1,-1,-1,-1,16584,16009,64886,66202,72526,74323,16137,64886,2353,10000,3000,2670,83416,83991,35114,33798,27474,25677,211484,0
80000,3,1,3,-1,-1,-1,-1,-1,-1,231550,223337,206390,0,1257,33592,5067,12290,0,1257,35238,1145,-151550,-143337,-126390,80000,78743,46408,641129,0
100000,2,2,1,2,2,3,2,2,2,86974,98246,95884,93528,96397,96258,12700,0,0,6050,1600,3400,13026,1754,4116,6472,3603,3742,543537,1
120000,2,4,1,-1,-1,-1,-1,-1,-1,38609,41992,36607,38828,38325,39222,5000,4000,4017,3000,3000,3000,81391,78008,83393,81172,81675,80778,211566,0
50000,2,1,4,-2,-2,-2,-2,-2,-2,3526,-4,1473,2517,1217,4459,0,1477,2524,1320,4572,2206,46474,50004,48527,47483,48783,45541,1089,1
30000,2,4,1,-1,-1,-1,-2,-2,-2,784,4184,0,0,0,0,4200,1000,0,0,0,0,29216,25816,30000,30000,30000,30000,-232,0
330000,2,4,1,-1,-1,-1,-1,-1,-1,237515,230471,233421,201240,186444,158521,11012,11012,6548,6497,6037,5141,92485,99529,96579,128760,143556,171479,1201365,0
240000,1,1,4,-1,-1,-1,-1,-1,-1,232943,236437,133385,136654,136639,123951,9700,5000,5500,5500,5000,5000,7057,3563,106615,103346,103361,116049,964309,0
290000,2,4,2,-1,-1,-1,-1,-1,-1,228342,235380,240049,107993,110691,50143,10600,10200,4000,4534,2670,700,61658,54620,49951,182007,179309,239857,939894,1
60000,2,2,3,-1,-1,-1,-1,-1,2,60660,57718,38144,29542,30700,30064,3500,1731,2009,4121,0,1000,-660,2282,21856,30458,29300,29936,234467,0
360000,1,4,1,-1,-1,-1,-1,-1,-1,5751,1501,624,0,1000,1866,1501,624,0,1000,1866,252,354249,358499,359376,360000,359000,358134,5499,0
200000,1,4,2,-2,-2,-1,-1,-2,-2,0,0,798,0,307,497,0,798,0,307,497,0,200000,200000,199202,200000,199693,199503,0,0
450000,1,2,2,-1,-1,-1,-1,-1,-1,67139,60995,62728,63223,63011,43156,3000,3000,2000,8110,2600,2000,382861,389005,387272,386777,386989,406844,339542,0
80000,1,1,3,1,2,-1,-1,-1,-1,102383,92704,87338,46927,80194,0,0,4000,939,80000,0,0,-22383,-12704,-7338,33073,-194,80000,324607,0
230000,2,2,2,-2,-2,-2,-2,-2,-2,750,0,0,790,0,2803,0,0,790,0,2803,0,229250,230000,230000,229210,230000,227197,750,0
160000,2,2,2,-1,-1,-1,-1,-1,-1,390,390,1560,1170,780,390,390,1560,0,0,0,390,159610,159610,158440,158830,159220,159610,2340,0
20000,3,4,4,-1,-1,-2,-2,-1,-1,4400,-220,-220,-610,390,0,0,0,0,1390,0,780,15600,20220,20220,20610,19610,20000,1570,0
200000,3,2,1,-1,-1,2,-1,-1,-1,188,2791,188,376,188,6884,2791,0,376,0,6884,4187,199812,197209,199812,199624,199812,193116,-3623,1
240000,2,2,2,-1,-1,-1,-1,-1,-1,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,390,238527,238527,238527,238527,238527,238527,1083,1
80000,3,4,2,-1,-1,-1,-1,-1,-1,4762,6712,1814,4811,1379,6136,6734,1817,4817,1381,6137,6251,75238,73288,78186,75189,78621,73864,-1523,0
20000,2,1,4,-1,-1,-1,-1,-1,-2,12278,13209,7215,1520,0,0,1500,1060,30,0,0,0,7722,6791,12785,18480,20000,20000,31632,0
120000,1,4,1,-1,-1,-1,-1,-1,-1,120568,122285,123294,81042,81225,79777,5224,5427,2830,3000,2900,2818,-568,-2285,-3294,38958,38775,40223,585992,0
130000,3,4,1,2,2,3,2,2,2,49583,53275,51960,49723,47120,46188,5100,0,0,4500,0,1500,80417,76725,78040,80277,82880,83812,286749,1
200000,3,1,3,-1,-1,-1,-1,-1,-1,97933,78409,58998,60219,61748,64220,3200,2200,2200,2500,3500,90000,102067,121591,141002,139781,138252,135780,317927,0
330000,1,2,2,-2,-2,-2,-2,-2,-2,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,330010,330010,330010,330010,330010,330010,-60,0
30000,3,2,1,1,2,-1,-1,4,4,21508,20881,23217,28498,28060,29999,0,3000,6000,1200,3000,0,8492,9119,6783,1502,1940,1,138963,1
20000,2,2,1,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,18950,18950,18950,18950,18950,18950,6300,0
170000,1,1,3,-1,-1,-1,-1,-1,-1,10540,0,9871,9739,66,230,0,9871,0,0,230,23709,159460,170000,160129,160261,169934,169770,-3364,1
150000,2,4,1,1,2,-1,-1,-1,-1,170971,165806,146001,113907,115578,111863,39,6000,3937,4077,4504,23066,-20971,-15806,3999,36093,34422,38137,782503,0
20000,2,2,1,-1,-1,2,2,2,2,15859,18486,18686,18983,18540,19775,3200,800,900,0,1700,0,4141,1514,1314,1017,1460,225,103729,0
160000,1,4,1,1,-1,-1,-1,-1,-1,-146,15414,1857,550,2602,10381,17833,2252,9694,10000,11797,7289,160146,144586,158143,159450,157398,149619,-28207,0
140000,2,4,2,-1,-1,2,-1,-1,2,15438,12140,11225,6688,6908,6438,2620,0,310,400,0,1435,124562,127860,128775,133312,133092,133562,54072,0
150000,2,2,1,-1,-1,-1,-1,-1,-1,61606,61950,200,51099,24487,17624,5000,200,52399,5063,1500,2200,88394,88050,149800,98901,125513,132376,150604,0
120000,3,4,3,1,2,2,2,2,2,121400,123055,118030,122443,120370,123766,7352,0,8990,0,9000,0,-1400,-3055,1970,-2443,-370,-3766,703722,0
50000,2,2,1,-1,-1,-1,-1,2,2,13192,14668,15614,17155,16741,19131,2000,1500,1800,0,2843,0,36808,35332,34386,32845,33259,30869,88358,1
180000,1,4,2,1,2,2,-1,-1,-2,17816,18247,33230,5168,0,0,1000,0,103,0,0,0,162184,161753,146770,174832,180000,180000,73358,0
60000,1,2,1,-1,-1,-1,-1,2,-1,18996,20806,22447,24337,23808,24610,2120,2000,2269,0,1200,2269,41004,39194,37553,35663,36192,35390,125146,1
100000,2,2,2,2,2,2,2,2,2,54126,57919,57778,59227,58151,61966,5300,1400,3000,0,4800,2500,45874,42081,42222,40773,41849,38034,332167,1
120000,2,2,1,-1,-1,-1,-1,-1,-1,4310,3905,2411,1925,2943,6249,3905,2411,1925,2943,6249,1780,115690,116095,117589,118075,117057,113751,2530,1
20000,1,2,1,1,-2,-2,-2,-2,-1,0,0,0,0,0,1273,0,0,0,0,1273,0,20000,20000,20000,20000,20000,18727,0,1
70000,1,4,1,2,2,2,2,2,2,44594,45588,46540,47378,46490,47758,2000,2000,1900,0,2200,3600,25406,24412,23460,22622,23510,22242,266648,1
200000,2,1,4,2,2,-1,-1,2,-1,190672,186230,188391,199101,185247,165232,0,6784,13788,14,6021,5099,9328,13770,11609,899,14753,34768,1083167,0
500000,1,2,3,-1,-1,-1,-1,-1,-1,273430,268256,262467,254307,249106,242741,9704,10851,9005,9074,8501,8985,226570,231744,237533,245693,250894,257259,1494187,0
460000,1,1,3,-1,-1,-1,-1,-1,-2,81848,7653,47633,1296,0,0,8877,47830,1296,0,0,0,378152,452347,412367,458704,460000,460000,80427,0
160000,2,2,4,-1,-1,-1,-1,-1,-1,152689,148126,144978,141639,138383,134951,5500,5300,5053,5010,4850,5000,7311,11874,15022,18361,21617,25049,830053,0
20000,4,2,1,-1,-1,-1,-1,-1,-2,19189,19226,18371,18400,0,0,1376,1206,2222,0,0,0,811,774,1629,1600,20000,20000,70382,0
300000,2,2,3,-1,-1,-1,-1,-1,-1,1188,3071,7854,10426,16784,4334,2000,5000,5000,10000,4334,3578,298812,296929,292146,289574,283216,295666,13745,1
40000,2,1,3,-1,-1,-1,-1,-1,-1,36917,38260,32680,23472,25436,34309,2000,2000,1000,3000,10000,1142,3083,1740,7320,16528,14564,5691,171932,0
130000,3,2,1,-1,-1,-1,-1,-1,-1,131724,130186,124530,115800,98268,83729,5510,8970,5239,5234,4000,4000,-1724,-186,5470,14200,31732,46271,651284,1
120000,1,4,1,-1,-1,-1,-1,-1,-1,11431,6857,6865,8209,4825,4322,6000,3147,12000,4000,5000,1759,108569,113143,113135,111791,115175,115678,10603,0
20000,2,4,1,-1,-1,-1,-1,-1,-1,18062,18374,19222,18014,18627,15811,1700,1500,1000,1000,1000,1000,1938,1626,778,1986,1373,4189,100910,0
200000,1,4,3,-2,-1,-1,-1,-1,-1,23905,10163,20426,15592,12541,8667,12020,21008,16026,60,8667,18500,176095,189837,179574,184408,187459,191333,15013,0
20000,2,1,4,-1,-1,-1,-1,-1,-1,18321,18446,18285,18235,16259,10640,1355,1136,646,381,337,1251,1679,1554,1715,1765,3741,9360,95080,0
10000,2,2,2,-1,-1,-1,-1,2,-1,7231,7497,9355,9594,8535,8713,1142,2000,758,0,313,1000,2769,2503,645,406,1465,1287,45712,0
400000,1,4,1,-1,-1,-1,-1,-1,-1,10430,24979,29925,25423,7064,15920,24030,14062,1824,40,15673,16694,389570,375021,370075,374577,392936,384080,41418,0
180000,1,4,1,1,2,2,2,2,2,65054,57314,54485,59415,57110,19339,1568,4,8000,387,0,0,114946,122686,125515,120585,122890,160661,302758,0
60000,2,4,1,-1,-1,-1,-1,-1,-1,21295,22629,23338,23810,25418,26050,1679,1388,860,2000,1055,2000,38705,37371,36662,36190,34582,33950,133558,0
260000,1,4,1,-1,-1,-1,-1,-1,-1,187068,193245,204730,246985,240543,227725,10360,60000,100008,10000,11700,5000,72932,66755,55270,13015,19457,32275,1103228,1
50000,3,1,2,-1,-1,-1,-1,-1,-1,36809,24248,18588,18958,19355,19788,1601,1309,679,703,755,396,13191,25752,31412,31042,30645,30212,132303,0
120000,2,2,2,2,-1,-1,-1,2,2,87199,89008,90834,95499,93857,99504,4110,4203,7100,0,7396,3700,32801,30992,29166,24501,26143,20496,529392,1
300000,1,2,3,2,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,295000,295000,295000,295000,295000,295000,30000,1
20000,2,2,2,-1,-1,-2,-2,-2,-2,18400,0,0,0,0,0,0,0,0,0,0,0,1600,20000,20000,20000,20000,20000,18400,1
180000,2,1,1,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,179604,179604,179604,179604,179604,179604,0,0
30000,2,4,1,-1,-1,-1,-1,-1,-1,27141,25125,27835,24743,28020,25607,3000,5000,1000,20000,3000,8000,2859,4875,2165,5257,1980,4393,118471,0
70000,2,2,2,-1,-1,2,2,3,2,5942,8176,8891,9522,9084,8792,2500,1000,923,0,0,400,64058,61824,61109,60478,60916,61208,45584,0
220000,1,2,4,-1,-1,-1,-1,-1,-1,20730,-270,53895,-105,20895,20835,0,54165,0,21000,20940,33460,199270,220270,166105,220105,199105,199165,-13585,1
110000,1,2,2,-1,-1,-1,-1,-1,-1,2610,54223,57299,50418,48093,3389,54300,6600,400,4000,1771,0,107390,55777,52701,59582,61907,106611,148961,1
180000,1,2,2,-1,-1,-1,-1,-1,-2,37711,40102,78400,3000,0,0,3000,40129,3000,0,0,0,142289,139898,101600,177000,180000,180000,113084,0
80000,1,4,2,-1,-1,-1,-1,-1,-1,5759,8395,1768,4284,7202,2014,8414,1775,4284,7202,2014,5218,74241,71605,78232,75716,72798,77986,515,0
100000,1,2,2,1,2,2,2,2,2,46092,45074,48287,49091,50149,51176,0,3978,1900,2000,2000,0,53908,54926,51713,50909,49851,48824,279991,0
50000,2,2,3,-1,-1,2,2,2,2,46248,50893,48854,50901,50015,48179,5750,0,3800,1890,0,1850,3752,-893,1146,-901,-15,1821,281800,1
50000,2,4,1,-1,-1,-1,-1,-1,-1,59321,56454,53278,19437,19845,19911,2329,2353,39886,704,730,656,-9321,-6454,-3278,30563,30155,30089,181588,0
130000,1,2,2,-1,-1,-1,-2,-2,-2,5190,649,0,0,0,0,649,0,0,0,0,0,124810,129351,130000,130000,130000,130000,5190,1
290000,2,6,3,-1,-1,-1,-1,-1,-1,52547,53829,53841,54486,55198,55878,2542,1926,1931,1989,2002,2028,237453,236171,236159,235514,234802,234122,313361,0
240000,1,2,2,-1,-1,-1,-1,-1,-1,124105,127593,130474,134296,139117,143634,7000,5000,6000,7000,7000,5445,115895,112407,109526,105704,100883,96366,761774,0
160000,2,4,1,1,-2,-1,-1,-1,-2,0,0,6204,6204,0,0,0,6204,0,0,0,0,160000,160000,153796,153796,160000,160000,6204,0
50000,2,2,2,-1,-1,-1,-1,-1,-1,48973,50601,49805,27605,29447,30045,91000,1200,600,29057,1076,1300,1027,-601,195,22395,20553,19955,112243,0
30000,2,3,3,-1,-1,-1,-1,-1,-2,3390,390,780,780,0,0,390,780,0,0,0,0,26610,29610,29220,29220,30000,30000,4170,0
60000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,60000,60000,60000,60000,0,0
60000,2,4,4,-1,-1,-1,-1,-1,-1,53584,41935,30077,30246,30257,29768,2000,2000,2300,2000,3000,1500,6416,18065,29923,29754,29743,30232,203067,0
100000,3,2,4,-1,-1,-1,-1,-1,-1,98918,96916,98492,89961,93971,85526,4523,4213,3100,10000,3220,3130,1082,3084,1508,10039,6029,14474,535598,0
140000,1,1,1,1,-2,-2,-2,-2,-2,-488,-488,-488,-488,-488,-488,0,0,0,0,0,0,140488,140488,140488,140488,140488,140488,-2928,0
150000,2,1,2,-1,-1,-1,-1,-1,-1,125063,118843,137751,141330,146389,132617,10050,30000,5000,6088,5150,10000,24937,31157,12249,8670,3611,17383,735705,0
500000,2,2,1,-1,-1,-1,-1,-1,-1,47399,48711,48642,49062,149034,181876,2361,1500,1128,100330,100486,2114,452601,451289,451358,450938,350966,318124,316805,0
20000,2,1,2,-1,-1,-1,-1,-1,-1,4128,5550,6599,6839,7228,7457,1500,1300,500,500,500,1000,15872,14450,13401,13161,12772,12543,32501,1
240000,2,4,2,-2,-2,-2,-2,-2,-2,500,0,0,0,0,0,0,0,0,0,0,0,239500,240000,240000,240000,240000,240000,500,0
90000,3,3,2,-2,-2,-2,-2,-2,-2,33957,4976,176,21601,7423,9252,4990,176,21665,8213,9279,16445,56043,85024,89824,68399,82577,80748,16617,0
160000,1,2,5,2,2,-2,-2,-2,-2,498,135,0,0,0,508,135,0,0,0,508,1287,159502,159865,160000,160000,160000,159492,-789,0
280000,2,4,2,-2,-2,-1,-1,-1,-1,167,3690,1735,1735,1714,843,3700,1735,0,1700,1000,22000,279833,276310,278265,278265,278286,279157,-20251,1
260000,2,4,1,-1,-1,-1,-1,-1,-1,25419,19045,19270,11915,114479,24511,3000,3017,11915,114479,2000,2500,234581,240955,240730,248085,145521,235489,77728,0
130000,4,1,3,-1,-1,-1,-1,-1,-1,75472,75095,59335,54668,22780,13417,2452,2140,1093,13706,500,100,54528,54905,70665,75332,107220,116583,280776,1
500000,3,2,4,-1,-1,-1,-1,-1,-1,5310,5484,14539,13291,3645,4763,2703,10043,6065,3648,2003,1004,494690,494516,485461,486709,496355,495237,21566,0
120000,2,1,2,2,-1,-1,-1,-1,-1,435,435,1887,435,435,435,435,1887,435,435,435,435,119565,119565,118113,119565,119565,119565,0,0
210000,1,2,2,-1,-1,-1,-1,-1,-1,1060,3229,4107,5931,4665,6607,2200,1005,3208,2000,2000,49980,208940,206771,205893,204069,205335,203393,-34794,0
50000,2,1,3,-1,-1,-1,-1,-1,-1,48905,49764,36535,32428,15313,16057,1800,1430,1000,1000,1000,1000,1095,236,13465,17572,34687,33943,191772,0
210000,2,1,2,-1,-1,-1,-1,-2,-2,1060,777,7971,-8,-8,-8,779,7994,0,0,0,1704,208940,209223,202029,210008,210008,210008,-693,0
10000,2,4,1,1,2,2,-1,-1,-1,8944,9882,9538,9808,8650,0,1230,0,500,450,0,0,1056,118,462,192,1350,10000,44642,1
70000,2,4,2,2,2,2,-1,-1,2,64913,63387,58840,56431,56859,54449,3000,0,2000,4219,1700,323,5087,6613,11160,13569,13141,15551,343637,0
150000,2,2,2,-1,-1,2,-1,-1,-1,8839,18814,14776,15582,7722,10156,11394,0,13000,7722,11000,21191,141161,131186,135224,134418,142278,139844,11582,0
60000,3,2,4,-1,-1,-1,-1,-1,-1,15602,16629,17638,17989,18383,21781,1284,1293,644,684,3721,761,44398,43371,42362,42011,41617,38219,99635,0
120000,2,2,1,-1,2,2,2,-2,-2,5521,2197,1010,0,0,0,1010,0,0,0,0,0,114479,117803,118990,120000,120000,120000,7718,1
80000,1,4,2,-1,-1,-1,-1,-1,-1,48006,48159,46099,47039,48286,48974,2100,3000,2000,2000,2000,2000,31994,31841,33901,32961,31714,31026,273463,0
490000,1,2,2,-2,-2,-2,-2,-2,-2,5310,2691,3367,-46,9285,-14,2711,3384,0,9331,0,2960,484690,487309,486633,490046,480715,490014,2207,0
450000,1,1,3,-2,-2,-2,-2,-2,-2,32000,3417,4700,20916,9695,6361,3423,4700,20916,9695,6361,6447,418000,446583,445300,429084,440305,443639,25547,0
20000,4,4,1,-1,-1,-1,-1,-1,-2,16371,17801,18256,18425,0,0,2000,1200,369,0,0,0,3629,2199,1744,1575,20000,20000,67284,0
10000,1,2,1,-1,-1,2,2,4,5,3035,5802,5561,8455,9730,8999,3000,0,3000,2000,0,0,6965,4198,4439,1545,270,1001,33582,0
20000,3,2,3,-2,-2,-2,-2,-1,-1,836,390,390,390,1487,3560,390,390,390,1487,3560,15000,19164,19610,19610,19610,18513,16440,-14164,0
50000,2,2,1,-1,-1,-1,-1,-1,-1,6105,7347,8000,8000,10000,0,1500,1000,0,2000,0,2556,43895,42653,42000,42000,40000,50000,32396,0
300000,1,1,4,-1,-1,-1,-1,-1,-1,18961,4371,3391,34282,12983,0,4387,3472,47371,64,0,33588,281039,295629,296609,265718,287017,300000,-14894,1
80000,1,2,1,-2,-2,-2,-2,-2,-2,2049,805,1672,12205,3487,24764,2003,2019,12241,3510,24843,4001,77951,79195,78328,67795,76513,55236,-3635,0
310000,1,1,2,-1,-1,-2,-1,-1,2,360,0,91059,155,28100,4544,0,91059,155,28490,0,1041,309640,310000,218941,309845,281900,305456,3473,0
50000,3,2,3,-1,-1,-1,-1,-1,-1,48403,49448,50125,9717,9549,9840,2550,2227,339,500,600,500,1597,552,-125,40283,40451,40160,170366,0
500000,2,1,2,-1,-1,-1,-1,-1,-1,23800,297,9342,3518,5597,717,297,9342,3518,5597,717,25349,476200,499703,490658,496482,494403,499283,-1549,0
80000,3,2,3,-1,-1,-1,-1,-1,-2,22747,16260,6500,15525,0,0,3002,6500,15525,0,0,0,57253,63740,73500,64475,80000,80000,36005,0
30000,3,6,1,1,2,-1,-1,-1,-1,30698,29034,28317,27872,28456,28230,0,1442,986,1021,1015,1143,-698,966,1683,2128,1544,1770,167000,1
10000,2,2,3,1,2,-1,-1,-1,-1,9980,9178,7912,4838,10096,10112,1000,1517,194,6700,1000,1500,20,822,2088,5162,-96,-112,40205,1
390000,1,2,2,-1,-1,-1,-1,-1,-1,31825,56333,70133,63177,63670,22407,56613,70159,1264,493,22505,1162,358175,333667,319867,326823,326330,367593,155349,0
290000,2,1,3,-2,-2,-2,-2,-2,-2,167,616,640,526,336,527,619,643,528,337,529,696,289833,289384,289360,289474,289664,289473,-540,1
120000,2,2,2,-1,-1,-1,-1,-1,-1,46640,50865,54401,57873,61917,63880,5000,5000,5000,5000,3000,3000,73360,69135,65599,62127,58083,56120,309576,0
50000,1,4,1,-1,-1,-1,-1,-1,-1,28387,36276,17445,15575,8075,-589,10000,1031,4050,4000,0,0,21613,13724,32555,34425,41925,50589,86088,0
280000,1,1,2,-2,-2,-2,-2,-2,-2,2624,-26,5214,17187,2848,5287,0,5240,17273,2861,5313,0,277376,280026,274786,262813,277152,274713,2447,0
20000,1,4,1,-1,-1,-1,-1,-1,-1,18556,19162,19293,19298,19198,0,1805,1400,405,400,0,0,1444,838,707,702,802,20000,91497,0
20000,2,4,1,-1,-1,-2,-1,-1,-1,8392,-100,0,1828,2800,0,0,1000,1828,1500,0,3000,11608,20100,20000,18172,17200,20000,5592,0
90000,1,4,1,2,-1,-1,-1,-1,2,27459,28514,29733,30138,33248,32564,1800,2000,1200,3600,0,2000,62541,61486,60267,59862,56752,57436,171056,1
90000,2,2,2,2,2,-1,-1,-1,-1,64937,63240,51426,37872,33780,47367,0,1798,1426,1450,40000,711,25063,26760,38574,52128,56220,42633,253237,0
120000,2,4,2,1,-2,-1,-1,-1,-1,0,0,554,4131,930,0,0,554,4131,930,0,2581,120000,120000,119446,115869,119070,120000,-2581,0
80000,3,2,3,-1,-1,-1,-1,-1,-1,12171,11554,7830,4305,5427,6180,1500,1218,311,1351,1000,2000,67829,68446,72170,75695,74573,73820,40087,1
180000,2,2,5,-1,-1,-1,-1,-1,-1,127933,133279,127636,138164,142921,153691,15000,12000,20000,10000,20000,5000,52067,46721,52364,41836,37079,26309,741624,0
200000,1,4,2,-1,-1,-1,-1,-1,-1,326,6914,2343,23834,11000,1315,6914,2343,23834,11000,1315,1934,199674,193086,197657,176166,189000,198685,-1608,1
50000,3,2,4,-1,-1,-1,-1,2,-1,46300,10849,8857,9658,9359,9554,1200,1147,1222,0,350,338,3700,39151,41143,40342,40641,40446,90320,0
360000,1,2,2,-1,-1,-1,-1,-1,-1,14409,3540,500,500,0,1191,3540,500,500,0,1191,0,345591,356460,359500,359500,360000,358809,14409,0
30000,2,2,1,-1,-1,-1,-1,-1,-1,23134,23302,22844,22101,19535,19580,1712,1400,442,391,500,0,6866,6698,7156,7899,10465,10420,126051,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,50062,34819,48909,15033,3198,0,2000,15412,870,3198,0,0,-62,15181,1091,34967,46802,50000,130541,0
80000,2,2,2,-2,-2,-2,-2,-2,-2,1324,1087,0,5963,1280,1243,1087,0,5963,1280,1243,1216,78676,78913,80000,74037,78720,78757,108,0
120000,2,2,2,1,2,2,3,2,-1,45755,46725,49653,48571,47664,48720,2000,4000,0,0,2000,2000,74245,73275,70347,71429,72336,71280,277088,1
